 
table 
Value Name
0000000000080868 RedisModule_DictGet
00000000000498c0 uv_os_getenv
000000000001ee5c parseMemorySize
0000000000053b80 uv_rwlock_wrunlock
0000000000048250 uv_backend_timeout
0000000000080860 RedisModule_DigestAddLongLong
0000000000080dc8 RedisModule_ZsetRangeNext
0000000000022348 ConfigInit
0000000000080b38 RedisModule_LatencyAddSample
0000000000047270 uv_now
0000000000048240 uv_backend_fd
0000000000049a30 uv_os_setenv
0000000000080900 RedisModule_KeyType
000000000003f1f0 redisConnectUnixNonBlock
000000000003bd50 redisAsyncCommandArgv
0000000000054760 uv__udp_finish_close
000000000001b699 NodeFree
000000000002d03c archiveSnapshot
0000000000037f30 raft_entry_release_list
0000000000042380 sdscatrepr
0000000000047530 uv_loop_configure
0000000000041e80 sdstoupper
0000000000054080 uv_key_delete
0000000000054060 uv_key_create
0000000000039140 raft_get_current_term
0000000000080d68 RedisModule_UnregisterCommandFilter
0000000000039200 raft_get_commit_idx
0000000000053f00 uv_cond_wait
0000000000080b70 RedisModule_ReplyWithString
000000000002731e RaftReqHandleQueue
0000000000080728 RedisModule_SubscribeToKeyspaceEvents
0000000000080840 RedisModule_CallReplyStringPtr
0000000000080890 RedisModule_GetSharedAPI
000000000003fbf0 redisCommandArgv
0000000000049c40 uv_open_osfhandle
0000000000080c60 RedisModule_DictCompareC
000000000004ed50 uv__make_socketpair
0000000000040f00 sdsull2str
00000000000472e0 uv_send_buffer_size
00000000000807b8 RedisModule_DictIteratorStartC
0000000000036320 raft_voting_change_is_in_progress
0000000000080b00 RedisModule_ListPop
0000000000039730 raft_node_set_voting_committed
0000000000030f96 RaftLogSetVote
0000000000039000 raft_get_num_nodes
000000000002fdff updateLogHeader
000000000002c181 initializeSnapshotInfo
0000000000080bf0 RedisModule_GetApi
0000000000080cb0 RedisModule_ThreadSafeContextUnlock
0000000000080d00 RedisModule_GetClusterNodesList
000000000003f880 redisAppendFormattedCommand
0000000000080970 RedisModule_InfoAddFieldLongLong
0000000000039930 log_clear
0000000000057f20 uv__inotify_init1
0000000000080718 RedisModule_GetClientInfoById
00000000000478b0 uv_loop_close
0000000000053ee0 uv_cond_broadcast
00000000000388e0 raft_recv_entry
00000000000394f0 raft_get_snapshot_last_term
00000000000487c0 uv__cloexec_ioctl
0000000000039960 log_alloc
0000000000080d08 RedisModule_DictIteratorReseek
0000000000080130 redis_raft_in_rm_call
0000000000057f80 uv__pipe2
0000000000080a08 RedisModule_FreeModuleUser
0000000000052ea0 uv_stream_set_blocking
000000000002aa1e cancelSnapshot
0000000000037d50 raft_apply_all
0000000000037410 raft_entry_hold
0000000000053930 uv_mutex_init_recursive
00000000000809b0 RedisModule_BlockedClientDisconnected
000000000004d5d0 uv_prepare_stop
000000000004b9d0 uv_fs_futime
0000000000030fd1 RaftLogSetTerm
000000000001c633 NodeDismissPendingResponse
000000000003f8a0 redisvAppendCommand
0000000000042d60 redisReaderFeed
00000000000807d0 RedisModule_SignalKeyAsReady
00000000000537e0 uv_thread_create
0000000000053910 uv_mutex_init
0000000000027201 RaftReqSubmit
00000000000808c8 RedisModule_DictSet
0000000000055010 uv_udp_set_membership
0000000000058030 uv__pwritev
00000000000806f8 RedisModule_DictSetC
0000000000080ab0 RedisModule_ReplyWithVerbatimString
0000000000080cb8 RedisModule_CallReplyInteger
0000000000047250 uv_has_ref
0000000000036650 raft_add_non_voting_node
000000000004e1c0 uv_pipe_listen
000000000003530c RaftRedisCommandArrayMove
00000000000806e8 RedisModule_Fork
000000000004d6d0 uv__prepare_close
0000000000080a68 RedisModule_CommandFilterArgsCount
0000000000080b58 RedisModule_RandomKey
0000000000049040 uv__io_stop
000000000004ba90 uv_fs_lstat
0000000000080ab8 RedisModule_LoadDataTypeFromString
0000000000080710 RedisModule_GetLRU
0000000000044e70 uv__next_timeout
0000000000042560 sdssplitargs
0000000000038370 raft_recv_requestvote_response
0000000000044f20 uv__timer_close
0000000000053b20 uv_rwlock_wrlock
000000000004e990 uv_poll_stop
0000000000080bc0 RedisModule_ZsetFirstInScoreRange
0000000000057ae0 uv_fs_event_stop
0000000000080d48 RedisModule_GetClusterSize
0000000000080980 RedisModule_SetLRU
0000000000026ad4 loadRaftLog
00000000000809b8 RedisModule_IsIOError
0000000000049210 uv__io_active
0000000000080dd8 RedisModule_StringToLongDouble
0000000000039760 raft_node_get_id
000000000002ec50 EntryCacheFree
00000000000368a0 raft_vote
0000000000051ab0 uv__stream_init
0000000000047020 uv_udp_send
0000000000039500 raft_set_snapshot_metadata
000000000004b270 uv_fs_chown
0000000000039af0 log_load_from_snapshot
0000000000055de0 uv__io_fork
00000000000475f0 uv_default_loop
0000000000053570 uv__tcp_nodelay
000000000001ec7e RedisInfoGetParam
00000000000494a0 uv__dup2_cloexec
000000000004d510 uv_if_indextoiid
000000000003ebd0 redisReaderCreate
0000000000035fb0 raft_randomize_election_timeout
0000000000080de0 RedisModule_StringPtrLen
000000000002f08d EntryCacheDeleteTail
00000000000538d0 uv_thread_join
00000000000472c0 uv_recv_buffer_size
000000000001e50c catsnprintf
00000000000538f0 uv_thread_equal
0000000000045150 uv_req_get_type
0000000000042060 sdssplitlen
000000000003ead0 __redisSetError
00000000000807b0 RedisModule_CreateDict
0000000000047850 uv_print_active_handles
000000000001bc44 NodeAddrParse
0000000000045250 uv__strdup
00000000000396e0 raft_node_has_sufficient_logs
00000000000809a0 RedisModule_Milliseconds
000000000002eea0 EntryCacheGet
000000000003f840 __redisAppendCommand
00000000000808c0 RedisModule_ZsetRem
0000000000039e10 log_get_at_idx
000000000002ced8 raftSendSnapshot
0000000000049c70 uv_os_getpriority
00000000000367a0 raft_get_nvotes_for_me
0000000000039eb0 log_delete
000000000004e5d0 uv_pipe_pending_type
0000000000080d90 RedisModule_IsBlockedReplyRequest
0000000000080ad0 RedisModule_DeauthenticateAndCloseClient
0000000000030d77 RaftLogGet
0000000000036860 raft_vote_for_nodeid
0000000000053f20 uv_sem_wait
000000000002f1f9 EntryCacheCompact
0000000000054ac0 uv__udp_send
0000000000039600 raft_node_set_udata
0000000000053aa0 uv_rwlock_rdlock
0000000000037e10 raft_begin_snapshot
000000000002271e ConfigReadFromRedis
0000000000036bf0 raft_handle_append_cfg_change
0000000000080960 RedisModule_LoadDouble
0000000000053df0 uv_cond_destroy
0000000000053790 uv_barrier_wait
000000000003f330 redisEnableKeepAlive
0000000000080df0 RedisModule_ReplyWithNull
0000000000052a10 uv_write
00000000000402e0 sdsRemoveFreeSpace
00000000000489b0 uv__nonblock_fcntl
000000000004e240 uv__pipe_close
000000000007e5e0 raft_log_internal_impl
0000000000080aa8 RedisModule_GetExpire
000000000003e690 redisFormatCommandArgv
0000000000080788 RedisModule_GetBlockedClientReadyKey
000000000007f880 RaftReqTypeStr
000000000002aab2 finalizeSnapshot
0000000000039910 log_set_callbacks
0000000000080b28 RedisModule_SetModuleOptions
0000000000080c48 RedisModule_AuthenticateClientWithUser
0000000000080790 RedisModule_Replicate
0000000000050dd0 uv_signal_start
0000000000080770 RedisModule_GetNotifyKeyspaceEvents
0000000000080820 RedisModule_ReplicateVerbatim
0000000000050de0 uv_signal_start_oneshot
000000000004e280 uv_pipe_open
0000000000080d40 RedisModule_DictPrevC
000000000004d3b0 uv_if_indextoname
0000000000038ca0 raft_queue_read_request
00000000000392b0 raft_get_my_node
0000000000080700 RedisModule_Strdup
0000000000080880 RedisModule_ExportSharedAPI
0000000000042b30 sds_realloc
000000000003076a RaftLogLoadEntries
0000000000080a00 RedisModule_GetBlockedClientHandle
0000000000030e1b RaftLogDelete
0000000000052f30 uv_tcp_init_ex
0000000000039630 raft_node_has_vote_for_me
0000000000054e70 uv_udp_init_ex
000000000002ff28 RaftLogCreate
0000000000037450 raft_entry_release
00000000000538c0 uv_thread_self
00000000000806d8 RedisModule_ReplySetArrayLength
0000000000053fb0 uv_cond_timedwait
0000000000053a40 uv_mutex_unlock
0000000000050df0 uv_signal_stop
000000000001ba9f NodeMarkDisconnected
0000000000080a98 RedisModule_InfoAddSection
0000000000040cc0 sdscpylen
000000000003e680 redisFreeSdsCommand
0000000000053bb0 uv_sem_trywait
0000000000038fe0 raft_get_election_timeout
0000000000080c50 RedisModule_UnlinkKey
0000000000080b50 RedisModule_ReplyWithCString
0000000000056d40 uv__set_process_title
0000000000039650 raft_node_set_voting
0000000000045190 uv_udp_get_send_queue_size
0000000000044f30 uv_handle_type_name
0000000000053e70 uv_sem_post
0000000000030bba RaftLogSync
0000000000080be8 RedisModule_CreateTimer
0000000000080d78 RedisModule_GetTimerInfo
0000000000048050 uv__make_close_pending
0000000000056640 uv_resident_set_memory
0000000000080af8 RedisModule_ScanCursorDestroy
0000000000080c58 RedisModule_ModuleTypeGetValue
00000000000482a0 uv_loop_alive
0000000000080de8 RedisModule_ZsetLastInScoreRange
000000000004b510 uv_fs_fchown
0000000000046b00 uv_strerror
00000000000450a0 uv_req_type_name
0000000000057fa0 uv__sendmmsg
0000000000042a30 sdsjoin
0000000000080a10 RedisModule_ScanCursorCreate
0000000000080a78 RedisModule_ReplyWithDouble
0000000000031032 RaftLogCurrentIdx
0000000000080828 RedisModule_BlockClient
00000000000373d0 raft_entry_new
0000000000080708 RedisModule_GetContextFromIO
000000000007fb00 redis_raft_callbacks
0000000000022871 ConfigParseArgs
0000000000039a00 __log_init
00000000000808d8 RedisModule_CreateDataType
0000000000038ff0 raft_get_request_timeout
0000000000036ee0 raft_pop_entry
000000000002ef43 EntryCacheDeleteHead
0000000000039e90 log_count
0000000000080760 RedisModule_ServerInfoGetFieldUnsigned
0000000000039ec0 log_poll
000000000004edf0 uv__make_pipe
000000000003fac0 redisvCommand
00000000000809a8 RedisModule_IsBlockedTimeoutRequest
0000000000036aa0 raft_handle_remove_cfg_change
0000000000042d10 redisReaderFree
0000000000080800 RedisModule_StringCompare
0000000000036300 raft_get_entry_from_idx
0000000000080a18 RedisModule_NotifyKeyspaceEvent
0000000000051c90 uv__stream_flush_write_queue
0000000000036fe0 raft_cancel_snapshot
0000000000025bb5 applyLoadedRaftLog
0000000000047380 uv__fs_scandir_cleanup
0000000000041f20 sdscmp
0000000000042b20 sds_malloc
0000000000045060 uv_handle_get_type
000000000004e980 uv_poll_init_socket
0000000000036350 raft_votes_is_majority
0000000000080dc0 RedisModule_ZsetScore
0000000000039770 raft_node_set_addition_committed
0000000000039610 raft_node_vote_for_me
000000000003afb0 redisAsyncConnect
0000000000080808 RedisModule_ServerInfoGetFieldDouble
000000000004d790 uv_check_stop
0000000000041aa0 sdstrim
0000000000080cf8 RedisModule_InfoEndDictField
00000000000809c0 RedisModule_InfoBeginDictField
0000000000080a40 RedisModule_WrongArity
0000000000038240 raft_become_leader
000000000001bdc7 NodeAddrEqual
0000000000080bb0 RedisModule_GetClusterNodeInfo
0000000000047940 uv_loop_delete
0000000000056cf0 uv_free_interface_addresses
00000000000451d0 uv_fs_get_result
0000000000045460 uv_loop_size
0000000000044ec0 uv__run_timers
000000000004c320 uv_fs_realpath
0000000000031277 RaftLogRemoveFiles
0000000000047870 uv_loop_new
000000000004d990 uv__run_idle
0000000000036340 raft_already_voted
0000000000058720 uv__utf8_decode1
0000000000080b10 RedisModule_GetBlockedClientPrivateData
00000000000533d0 uv_tcp_getpeername
0000000000037b60 raft_apply_entry
0000000000080768 RedisModule_SaveStringBuffer
0000000000026d43 RedisRaftInit
0000000000080af0 RedisModule_ServerInfoGetFieldC
0000000000042b40 sds_free
00000000000552c0 uv_udp_set_multicast_ttl
0000000000080c30 RedisModule_ReplyWithError
0000000000044df0 uv_timer_again
0000000000039fd0 log_free
0000000000058c70 uv__idna_toascii
0000000000080ae0 RedisModule_CommandFilterArgReplace
0000000000040c40 sdscatsds
000000000003105e RaftLogRewrite
00000000000807a0 RedisModule_SaveUnsigned
0000000000042aa0 sdsjoinsds
000000000003e2e0 redisFormatSdsCommandArgv
0000000000080730 RedisModule_IsModuleNameBusy
00000000000309d0 RaftLogWriteEntry
000000000003101c RaftLogFirstIdx
00000000000808e8 RedisModule_CreateStringFromString
000000000003b8f0 redisAsyncHandleRead
0000000000053a80 uv_rwlock_destroy
0000000000052d50 uv_is_writable
000000000003ec70 redisFreeKeepFd
0000000000045170 uv_req_set_data
00000000000809d0 RedisModule_ValueLength
0000000000080848 RedisModule_KillForkChild
0000000000049290 uv_getrusage
000000000004dde0 uv__loop_close
000000000003feb0 sdsfree
0000000000039010 raft_get_num_voting_nodes
0000000000053b40 uv_rwlock_trywrlock
00000000000498a0 uv_os_get_passwd
0000000000055330 uv_udp_set_multicast_loop
000000000004da50 uv__idle_close
000000000004d890 uv__check_close
0000000000080940 RedisModule_CommandFilterArgDelete
0000000000080b30 RedisModule_DigestEndSequence
000000000003f310 redisSetTimeout
0000000000053640 uv_tcp_nodelay
000000000003bc10 redisvAsyncCommand
00000000000809f8 RedisModule_GetLFU
000000000004b910 uv_fs_ftruncate
000000000004cd00 uv_fs_copyfile
000000000003ff00 sdsupdatelen
0000000000026836 initRaftLog
0000000000047cf0 uv_async_init
0000000000036de0 raft_append_entry
000000000003f150 redisConnectUnixWithTimeout
0000000000080d70 RedisModule_LoadUnsigned
0000000000080978 RedisModule_ThreadSafeContextLock
0000000000080c80 RedisModule_DeleteKey
0000000000080c90 RedisModule_SetLFU
0000000000080938 RedisModule_ZsetIncrby
000000000001bf04 handleNodeAddResponse
000000000007f6e8 redis_raft_loglevel
000000000002bc1a handleLoadSnapshot
0000000000036f30 raft_get_first_entry_idx
000000000003bca0 redisAsyncCommand
0000000000039430 raft_is_connected
000000000003e220 redisFormatCommand
0000000000080b48 RedisModule__Assert
0000000000053a60 uv_rwlock_init
00000000000391e0 raft_set_last_applied_idx
00000000000807c0 RedisModule_EmitAOF
00000000000808a0 RedisModule_SetModuleAttribs
0000000000050ba0 uv__signal_loop_fork
0000000000080d28 RedisModule_DictGetC
0000000000041110 sdscatprintf
000000000003fdf0 sdsempty
000000000003b0a0 redisAsyncConnectUnix
0000000000053ac0 uv_rwlock_tryrdlock
0000000000039540 raft_node_new
000000000003ccf0 redisContextSetTimeout
0000000000058710 uv__fs_poll_close
0000000000080810 RedisModule_SetModuleUserACL
0000000000039640 raft_node_is_voting
000000000003cea0 redisContextConnectUnix
0000000000080d30 RedisModule_ZsetRangeCurrentElement
0000000000080da0 RedisModule_LoadFloat
0000000000045310 uv__strndup
0000000000080958 RedisModule_LoadStringBuffer
0000000000057bc0 uv__inotify_fork
00000000000491e0 uv__io_feed
000000000004bfd0 uv_fs_read
000000000004d7d0 uv__run_check
000000000004d570 uv_prepare_start
000000000002597b raftNotifyMembershipEvent
0000000000045e40 uv_err_name
000000000004c820 uv_fs_symlink
0000000000080cc0 RedisModule_SaveString
000000000004d520 uv_prepare_init
00000000000585b0 uv_fs_poll_stop
0000000000080d88 RedisModule_ReplyWithCallReply
0000000000040f80 sdsfromlonglong
000000000003f0c0 redisConnectUnix
0000000000039750 raft_node_is_voting_committed
000000000004e080 uv_pipe_bind
0000000000045220 uv_loop_set_data
0000000000080d18 RedisModule_GetUsedMemoryRatio
000000000004e030 uv_pipe_init
0000000000080858 RedisModule_Calloc
000000000003ee30 redisConnectWithTimeout
0000000000080dd0 RedisModule_CreateString
0000000000080c40 RedisModule_DictIteratorStart
0000000000080cf0 RedisModule_FreeCallReply
0000000000039450 raft_is_apply_allowed
00000000000539c0 uv_mutex_destroy
0000000000048dc0 uv__io_init
0000000000046150 uv_strerror_r
000000000003b060 redisAsyncConnectBindWithReuse
00000000000470c0 uv_udp_recv_start
000000000004b170 uv_fs_chmod
0000000000080bf8 RedisModule_PublishMessage
000000000004c980 uv_fs_unlink
000000000004e8a0 uv_poll_init
000000000004d8f0 uv_idle_start
0000000000057540 uv_fs_event_init
0000000000045420 uv_handle_size
0000000000045470 uv_buf_init
0000000000055f10 uv__io_check_fd
000000000003ebe0 redisFree
0000000000080b88 RedisModule_AvoidReplicaTraffic
0000000000048d40 uv_fileno
0000000000053a00 uv_mutex_trylock
0000000000036290 raft_become_follower
0000000000038fb0 raft_set_request_timeout
0000000000042320 sdsfreesplitres
00000000000496a0 uv__getpwuid_r
000000000002ece8 EntryCacheAppend
0000000000053170 uv__tcp_connect
0000000000080aa0 RedisModule_GetRandomBytes
0000000000045480 uv_err_name_r
0000000000045090 uv_handle_set_data
00000000000312c5 RaftLogArchiveFiles
000000000004e560 uv_pipe_getpeername
0000000000080c20 RedisModule_DictReplace
0000000000080950 RedisModule_LoadSigned
0000000000080160 RedisRaftType
000000000003f710 redisGetReplyFromReader
0000000000080888 RedisModule_SelectDb
0000000000059ba0 uv__work_submit
0000000000035498 RaftRedisCommandArrayFree
0000000000050b80 uv__signal_global_once_init
0000000000038fa0 raft_set_election_timeout
0000000000080948 RedisModule_StringToLongLong
0000000000080c18 RedisModule_ReplyWithNullArray
0000000000048ae0 uv__recvmsg
0000000000080818 RedisModule_CallReplyType
000000000003a040 log_get_base
0000000000080b40 RedisModule_StopTimer
0000000000039350 raft_get_current_leader_node
0000000000058060 uv__dup3
0000000000036470 raft_get_entries_from_idx
0000000000080d38 RedisModule_ReplyWithArray
0000000000080d50 RedisModule_InfoAddFieldULongLong
0000000000040fd0 sdscatvprintf
0000000000040e30 sdscpy
000000000003ffd0 sdsMakeRoomFor
0000000000048670 uv_update_time
0000000000048ce0 uv_chdir
0000000000055e40 uv__platform_invalidate_fd
0000000000080748 RedisModule_SubscribeToServerEvent
0000000000048230 uv_is_closing
000000000002f324 RaftLogClose
0000000000039360 raft_get_udata
0000000000080ac8 RedisModule_ZsetFirstInLexRange
0000000000026f74 RedisRaftStart
